"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Coca Cola 500ml","75054666615","Bebidas","2026-07-08","Coca Cola","109.07","288"
"Pepino 100g","75037201595","Verduras","2026-01-19","Bimbo","20.36","313"
"Papaya 350ml","75030557510","Frutas","2027-10-11","McCormick","84.49","260"
"Jamon Pavo","75016759301","Carnes","2026-04-12","Kelloggs","121.13","358"
"Doritos 1kg","75033054058","Snacks","2027-02-28","Gallo","17.23","241"
"Aceite Girasol 750ml","75047231276","Aceites","2027-08-04","Unilever","104.99","68"
"Maiz Pozolero 250ml","75024807873","Granos","2026-09-04","Bimbo","114.09","97"
"Crema Agria","75014633679","Lacteos","2027-04-04","Maggi","15.61","96"
"Naranja 250ml #960","75046277657","Frutas","2026-06-01","Unilever","21.25","261"
"Aceite Oliva 6u","75020512393","Aceites","2026-03-08","Parma","68.07","190"
"Lenteja Roja 1u","75069581190","Granos","2026-04-08","Maggi","50.5","153"
"Aceite Aguacate 250g #1050","75050907862","Aceites","2027-01-08","Kern","99.89","190"
"Trail Mix 500ml","75084900445","Snacks","2027-07-04","Colgate","7.08","113"
"Manzana Roja #576","75013836900","Frutas","2026-11-18","Colgate","29.36","88"
"Tortilla Maiz 3u #507","75037682651","Panaderia","2026-12-10","Parma","116.99","349"
"Queso Fresco 250g","75099365685","Lacteos","2027-07-03","Pilsener","138.81","104"
"Crema Agria 350ml","75090989073","Lacteos","2026-12-27","Kern","27.1","429"
"Tortilla Maiz 1L","75038950272","Panaderia","2027-06-07","Parma","45.8","256"
"Aguacate","75059131001","Verduras","2027-06-24","Parma","45.1","260"
"Tomate 500ml","75023068464","Verduras","2026-04-07","Del Monte","124.16","177"
"Mantequilla 600ml","75074657064","Lacteos","2027-05-23","Parma","80.16","366"
"Leche Entera","75068544165","Lacteos","2027-04-28","Maggi","82.03","155"
"Leche Descremada 3u","75034333591","Lacteos","2026-03-09","Bimbo","115.0","115"
"Aceite Oliva 600ml","75050504822","Aceites","2026-08-07","Maggi","58.24","91"
"Crema Agria 250g","75016162863","Lacteos","2026-02-16","Kern","68.76","488"
"Pan Centeno 1L #525","75088994370","Panaderia","2026-12-05","Maggi","6.31","258"
"Jugo Manzana 750ml","75082457844","Bebidas","2027-03-01","Pilsener","28.67","374"
"Quinoa 600ml","75028712272","Granos","2027-11-02","Procter","14.23","170"
"Te Helado 3u","75024026760","Bebidas","2026-01-11","Kern","70.36","197"
"Pan Blanco 2kg","75041892694","Panaderia","2027-01-13","Bayer","115.33","308"
"Pan Frances 1u","75086494925","Panaderia","2026-03-26","Bimbo","11.75","222"
"Trail Mix 6u","75064960255","Snacks","2026-08-06","Parma","47.02","422"
"Croissant 1L #906","75038597292","Panaderia","2027-05-05","Quaker","38.72","43"
"Cebada 200ml","75031299050","Granos","2027-01-01","Lipton","125.18","400"
"Costilla Cerdo 1kg","75067020977","Carnes","2027-02-12","Lipton","33.79","399"
"Pina 200ml","75068683217","Frutas","2026-01-21","Pilsener","19.74","191"
"Frijol Negro 1L","75072044025","Granos","2027-03-26","Kern","14.3","437"
"Jugo Naranja 500g","75016256986","Bebidas","2026-04-11","Bimbo","60.91","173"
